transect,quad,species,height_mm,mxdiam_mm,flws,frts,buds,data_notes,data_entry_notes,,,,,,,,,,,,,,,,,,
TM-2,2,vacova,100,550,0,5,0,,,,,,,,,,,,,,,,,,,,
TM-2,2,vacova,65,300,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,3,vacova,60,360,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,3,casmer,150,660,8,41,1,,,,,,,,,,,,,,,,,,,,
TM-2,3,casmer,90,820,4,3,1,,,,,,,,,,,,,,,,,,,,
TM-2,3,phyemp,85,380,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,3,vacova,75,480,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,3,vacova,130,600,8,3,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,casmer,75,290,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,casmer,180,480,1,12,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,casmer,170,400,9,32,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,casmer,120,370,0,9,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,casmer,150,480,2,9,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,vacova,50,250,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,vacova,70,240,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,vacova,130,350,2,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,vacova,115,380,4,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,4,vacova,110,380,1,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,vacova,90,440,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,casmer,165,490,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,casmer,80,200,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,casmer,210,700,2,17,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,casmer,160,420,10,14,3,,,,,,,,,,,,,,,,,,,,
TM-2,5,vacova,45,220,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,vacova,110,430,2,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,vacova,140,440,10,4,0,,,,,,,,,,,,,,,,,,,,
TM-2,5,vacova,70,530,5,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,casmer,90,350,6,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,casmer,125,410,11,8,2,,,,,,,,,,,,,,,,,,,,
TM-2,6,casmer,150,535,19,12,4,,,,,,,,,,,,,,,,,,,,
TM-2,6,casmer,110,280,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,vacova,80,140,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,vacova,45,230,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,vacova,120,730,6,1,0,,hard to distinguish between 6 or 5,,,,,,,,,,,,,,,,,,
TM-2,6,vacova,90,460,2,3,0,,,,,,,,,,,,,,,,,,,,
TM-2,6,vacova,130,680,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,casmer,105,530,2,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,casmer,40,320,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,casmer,70,300,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,casmer,105,190,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,vacova,80,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,vacova,70,200,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,vacova,50,230,0,5,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,vacova,65,240,3,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,7,vacova,45,160,2,3,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,phyemp,210,430,11,2,11,,,,,,,,,,,,,,,,,,,,
TM-2,8,phyemp,175,530,3,0,4,,,,,,,,,,,,,,,,,,,,
TM-2,8,vacova,90,120,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,vacova,145,340,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,vacova,95,200,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,vacova,60,180,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,vacova,135,530,2,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,casmer,145,370,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,8,casmer,170,700,10,8,2,,,,,,,,,,,,,,,,,,,,
TM-2,9,casmer,70,330,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,casmer,135,600,12,7,1,,,,,,,,,,,,,,,,,,,,
TM-2,9,casmer,85,450,12,5,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,vacova,60,370,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,vacova,60,280,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,vacova,55,210,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,vacova,95,630,0,5,0,,,,,,,,,,,,,,,,,,,,
TM-2,9,vacova,70,290,0,4,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,vacova,65,110,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,vacova,55,140,0,6,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,vacova,155,320,0,8,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,vacova,65,100,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,vacova,90,330,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,casmer,50,150,1,3,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,casmer,135,550,5,7,2,,,,,,,,,,,,,,,,,,,,
TM-2,10,casmer,60,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,casmer,55,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,casmer,135,480,4,9,1,,,,,,,,,,,,,,,,,,,,
TM-2,10,phyemp,145,490,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,phyemp,65,250,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-2,10,phyemp,95,230,0,0,0,,difficult to distinguish between 95 or 85,,,,,,,,,,,,,,,,,,
TM-3,1,vacova,43,112,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,phyemp,132,450,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,phyemp,202,440,2,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,phyemp,125,147,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,phyemp,165,295,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,phyemp,200,295,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,casmer,76,302,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,vacova,65,202,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,vacova,101,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,1,casmer,57,158,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,phyemp,207,157,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,phyemp,85,211,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,phyemp,115,127,1,0,2,,,,,,,,,,,,,,,,,,,,
TM-3,2,phyemp,112,265,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,phyemp,235,170,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,vacova,24,100,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,2,vacova,200,43,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,vacova,14,27,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,vacova,14,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,vacova,35,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,vacova,5,15,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,phyemp,10,79,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,3,vacova,1,69,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,4,vacova,3,21,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,4,vacova,9,202,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,4,vacova,44,200,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,4,vacova,80,126,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,5,NA,,,,,,,,,,,,,,,,,,,,,,,,,
TM-3,6,vacova,6,36,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,vacova,2,9,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,vacova,29,104,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,vacova,27,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,vacova,27,25,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,phyemp,28,202,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,phyemp,66,154,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,6,phyemp,77,74,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,phyemp,55,37,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,phyemp,15,72,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,casmer,21,53,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,phyemp,120,55,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,vacova,36,97,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,vacova,83,247,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,phyemp,87,240,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,vacova,55,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,7,vacova,97,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,vacova,64,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,vacova,21,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,vacova,51,92,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,vacova,17,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,vacova,19,70,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,phyemp,55,47,1,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,phyemp,110,183,7,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,phyemp,24,110,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,phyemp,106,250,2,1,0,,,,,,,,,,,,,,,,,,,,
TM-3,8,phyemp,83,300,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,9,vacova,64,164,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,9,vacova,25,25,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,9,phyemp,85,57,1,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,9,phyemp,60,80,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,phyemp,63,57,0,4,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,phyemp,12,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,phyemp,40,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,phyemp,25,57,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,phyemp,60,27,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,vacova,62,70,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,vacova,40,75,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,vacova,70,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,vacova,25,65,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-3,10,vacova,9,42,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,1,phyemp,230,580,2,14,0,,,,,,,,,,,,,,,,,,,,
TM-4,1,phyemp,40,100,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,1,vacova,110,60,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,phyemp,200,520,7,21,0,,Not sure if 4 or 21,,,,,,,,,,,,,,,,,,
TM-4,2,phyemp,180,820,41,83,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,phyemp,110,140,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,vacova,60,40,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,vacova,160,320,2,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,vacova,80,40,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,vacova,80,130,1,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,2,vacova,100,250,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,phyemp,150,530,13,17,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,phyemp,110,90,2,5,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,phyemp,80,120,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,phyemp,130,240,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,vacova,70,100,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,vacova,200,330,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,vacova,170,490,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,3,vacova,140,220,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,phyemp,150,250,0,4,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,phyemp,70,400,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,vacova,90,170,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,vacova,130,260,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,vacova,180,190,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,vacova,160,200,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,4,vacova,125,190,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-4,5,phyemp,70,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,5,phyemp,210,500,35,8,0,,,,,,,,,,,,,,,,,,,,
TM-4,5,vacvoa,181,1120,0,19,0,,,,,,,,,,,,,,,,,,,,
TM-4,5,casmer,190,500,16,5,0,,,,,,,,,,,,,,,,,,,,
TM-4,6,phyemp,250,1120,130,39,0,,,,,,,,,,,,,,,,,,,,
TM-4,6,casmer,230,1120,72,64,0,,,,,,,,,,,,,,,,,,,,
TM-4,6,vacova,260,1120,0,8,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,phyemp,200,360,27,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,phyemp,180,140,3,7,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,phyemp,170,130,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,vacova,110,190,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,vacova,90,180,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,vacova,80,200,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,vacova,145,600,5,2,0,,,,,,,,,,,,,,,,,,,,
TM-4,7,casmer,180,1120,3,1,0,,,,,,,,,,,,,,,,,,,,
TM-4,8,Phy.emp,190,1120,14,16,0,,,,,,,,,,,,,,,,,,,,
TM-4,8,vacova,110,760,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-4,8,vacova,10,220,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,8,casmer,140,1120,20,22,0,,,,,,,,,,,,,,,,,,,,
TM-4,9,Phyemp,180,1120,5,13,0,,,,,,,,,,,,,,,,,,,,
TM-4,9,vacova,260,1120,2,27,0,,,,,,,,,,,,,,,,,,,,
TM-4,9,casmer,170,900,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-4,10,phyemp,250,1120,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-4,10,vacova,240,1120,0,12,0,,,,,,,,,,,,,,,,,,,,
TM-4,10,casmer,160,1120,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,vacova,45,440,3,2,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,vacova,20,90,2,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,vacova,110,270,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,phyemp,105,135,2,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,phyemp,105,155,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,1,phyemp,150,380,3,12,4,,,,,,,,,,,,,,,,,,,,
TM-5,2,phyemp,55,300,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,2,phyemp,60,115,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,2,vacova,40,25,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,2,vacova,110,240,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-5,2,vacova,35,170,7,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,phyemp,70,195,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,vacova,45,25,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,vacova,35,125,2,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,vacova,40,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,vacova,60,245,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,3,vacova,55,225,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,4,vacova,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,4,vacova,30,65,1,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,4,vacova,50,60,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,4,vacova,45,260,0,11,0,,,,,,,,,,,,,,,,,,,,
TM-5,4,vacova,15,150,1,5,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,phyemp,140,780,5,14,2,,,,,,,,,,,,,,,,,,,,
TM-5,5,phyemp,40,75,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,phyemp,65,250,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,phyemp,80,255,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,vacova,40,125,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,vacova,30,50,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,vacova,40,80,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,vacova,35,195,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,5,vacova,45,230,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,phyemp,105,140,1,7,1,,,,,,,,,,,,,,,,,,,,
TM-5,6,phyemp,125,445,4,4,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,phyemp,50,125,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,phyemp,60,220,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,phyemp,80,205,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,casmer,60,110,2,7,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,vacova,40,140,3,8,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,vacova,55,140,1,12,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,vacova,25,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,vacova,30,50,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,6,vacova,45,195,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,7,phyemp,135,115,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,7,phyemp,85,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,7,phyemp,65,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,7,vacova,15,25,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,7,vacova,45,165,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,vacova,35,50,0,0,0,"Note: 5.8 half trail trampled, half ditch",,,,,,,,,,,,,,,,,,,
TM-5,8,vacova,215,125,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,vacova,40,90,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,vacova,130,425,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,vacova,185,220,0,4,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,phyemp,180,245,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,phyemp,175,250,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,phyemp,195,170,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,8,phyemp,75,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,vacova,15,10,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,vacova,70,150,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,vacova,128,130,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,vacova,75,220,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,vacova,90,150,0,6,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,phyemp,110,185,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,phyemp,120,195,0,0,0,,"195 hard to distinguish, written ontop of 175",,,,,,,,,,,,,,,,,,
TM-5,9,phyemp,255,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,9,phyemp,180,270,7,0,2,,,,,,,,,,,,,,,,,,,,
TM-5,9,phyemp,155,130,2,6,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,vacova,45,75,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,vacova,100,175,0,7,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,vacova,95,155,0,6,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,vacova,95,115,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,vacova,90,265,0,14,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,casmer,140,545,1,11,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,phyemp,60,130,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,phyemp,195,45,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-5,10,phyemp,150,410,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,phyemp,220,480,45,80,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,phyemp,90,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,phyemp,150,520,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,casmer,150,1120,15,83,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,casmer,100,320,3,3,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,vacova,40,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,vacova,60,50,1,1,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,vacova,160,195,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,vacova,70,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,1,vacova,40,20,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,phyemp,70,490,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,phyemp,100,520,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,phyemp,50,90,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,phyemp,120,370,0,0,0,,height number difficult to read,,,,,,,,,,,,,,,,,,
TM-6,2,phyemp,85,220,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,casmer,75,270,3,1,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,casmer,110,280,1,16,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,casmer,85,185,3,1,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,vacova,40,140,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,vacova,51,245,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,vacova,30,125,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,vacova,105,245,4,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,2,vacova,140,300,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,phyemp,70,210,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,phyemp,46,215,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,phyemp,50,231,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,phyemp,90,480,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,phyemp,40,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,vacova,70,20,0,1,0,,,,,,,,,,,,,,,,,,,,
TM-6,3,vacova,68,190,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,phyemp,20,120,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,vacova,28,54,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,vacova,59,125,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,vacova,130,240,0,8,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,vacova,74,62,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,4,vacova,73,150,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,5,phyemp,90,145,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,5,vacova,64,100,0,3,0,,,,,,,,,,,,,,,,,,,,
TM-6,5,vacova,172,290,8,1,0,,,,,,,,,,,,,,,,,,,,
TM-6,5,vacova,94,142,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,phyemp,110,139,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,phyemp,50,420,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,phyemp,140,240,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,phyemp,130,480,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,vacova,72,70,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,vacova,72,30,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,6,vacova,130,260,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,7,vacova,80,520,6,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,7,vacova,100,410,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,7,vacova,105,160,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,7,phyemp,120,1120,1,8,0,,,,,,,,,,,,,,,,,,,,
TM-6,7,casmer,100,370,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,8,casmer,170,500,52,61,0,,,,,,,,,,,,,,,,,,,,
TM-6,8,casmer,148,650,23,41,0,,,,,,,,,,,,,,,,,,,,
TM-6,8,vacova,158,400,0,2,0,,,,,,,,,,,,,,,,,,,,
TM-6,8,vacova,166,560,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,8,phyemp,200,1120,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,9,vacova,190,580,0,5,0,,,,,,,,,,,,,,,,,,,,
TM-6,9,vacova,222,624,2,14,0,,,,,,,,,,,,,,,,,,,,
TM-6,9,casmer,170,1120,67,96,0,,,,,,,,,,,,,,,,,,,,
TM-6,9,phyemp,210,1120,36,9,0,,,,,,,,,,,,,,,,,,,,
TM-6,10,casmer,139,525,10,8,0,,,,,,,,,,,,,,,,,,,,
TM-6,10,phyemp,48,91,0,0,0,,,,,,,,,,,,,,,,,,,,
TM-6,10,phyemp,170,840,47,23,0,,,,,,,,,,,,,,,,,,,,
